"","iv","dv","m1","m2","cv1","cv2"
"32",45.2440692113094,56.2815368899426,39.4791845635808,59.3149187229229,63.9669116085549,50.843869852439
"33",42.9055996248749,43.5397935865433,40.0674262796304,41.3828441786593,39.745544490197,46.8221298879742
"34",44.9874193940524,46.9585858036182,43.337738742742,38.7930876178235,51.8907269745117,41.1725156574357
"35",33.709065309213,58.0306841334739,37.6497450668307,47.8059143166537,57.1867576000806,45.7986815308501
"36",38.3238073790581,44.2004607448341,39.9075775844768,41.6250256890457,50.0776612985128,52.1177232315576
"37",28.1996035105133,43.1979967642945,49.0030650804719,58.5036938025001,74.9145260159491,51.7874256838475
"38",36.5900680789997,55.3536740987003,43.998901625676,54.0918538251161,48.297189646029,51.5991105988168
"39",47.0570614123629,51.3625941749011,44.5275988430027,52.6095902018592,35.6339685338422,73.4022278036937
"40",45.3410245959389,42.592369384538,52.1667430172415,42.3154023983962,41.9389405179183,29.1635610986771
"41",64.4949626528713,47.8642455910729,56.9837868166498,54.9487377227605,59.9197374403324,33.4125336917277
"42",39.3135727632542,49.6721775710615,38.4048487532999,47.6492748054346,63.4335343151508,55.8651420286217
"43",41.4463536626249,43.626250807515,43.2127507423442,34.784349105938,45.9559123424313,49.9161784133083
"44",47.1937699804255,52.3546986724946,52.0799037986405,54.5989649370729,34.7129004764225,52.634080120959
"45",40.0565992370434,50.633659514308,57.7245324829206,54.8934924684762,63.8885683929779,41.3802438507181
"46",40.3148568212795,51.847354200771,55.6176021061149,45.8966574107698,50.5372588189214,31.7353839993313
"47",38.9268180735823,43.9784952779818,50.5974523628496,48.9870841873162,49.3761397844224,51.5768469259368
"48",37.4801411436106,49.2548741253308,44.9136384813374,60.2532947715201,39.8564360416816,54.578280904935
"49",44.7617188101264,60.8438762297788,37.5499117519847,49.7245483669618,49.8293699825911,31.8852229001289
"50",45.031500427333,52.4823536485821,43.6274787288413,39.7876156039571,54.4000761332756,61.6992415129467
"51",31.9396874319805,46.0005284190153,41.4833917807104,47.1401007512886,61.2100522501741,63.6303655425287
"52",44.1792407531067,47.1133185986762,50.6129363125649,60.7262463630678,52.2730198233175,47.5105722602269
"53",38.9111037557322,32.0496513548456,45.9208020448298,48.5630339187763,53.0234296575428,60.9936446212006
"54",39.8503799050799,53.7765734669794,46.2900242795794,45.4474134194037,63.1627234218182,48.9244850743616
"55",48.3769047644318,55.5422647811444,60.3809405452225,61.1412076496786,43.3354121244315,50.8943392403275
"56",55.6305581899452,51.8720451101733,54.5781286724591,49.0395874189268,43.0686716049182,56.0632731961491
"57",66.4781747281506,51.2726406014389,54.9079655433323,50.5794059248726,44.6525366745308,49.1952453560875
"58",42.2664657605631,50.6774553488906,44.3354798764438,52.8690468657634,51.2981259089685,58.1089212894375
"59",66.059096288573,61.9091081271222,56.9955881286208,63.4731012432722,52.1187925053183,44.7931469325982
"60",38.4219145230559,49.1499852452606,40.4887773555738,41.2434546480843,51.1945321112104,36.88273172934
"61",56.5658846433281,55.6706405670363,60.8354943218841,52.9609180129458,65.2244066514535,51.3926896706412
"62",75.4899107071786,51.2029358001796,58.47074810233,52.9740753360069,50.0604323543672,70.5028132773367
"63",49.6523961019616,56.2040877802809,46.6896438999195,54.0406439044603,54.3754173651964,54.0803014481033
"64",43.3036642033804,54.4834567782569,42.0833881418103,56.0757922782053,53.2722474848582,52.0500335063775
"65",49.9239524428903,56.1823125201582,55.5849394115601,62.3806147659784,49.6590898970195,27.4713128100072
"66",67.7708444814343,51.5278854958385,49.4447338544404,48.4145920465977,56.7963046505825,44.345962568322
"67",38.6139226324909,55.9067701510752,42.633130019361,52.6405177855656,50.1029739374401,59.5021355586208
"68",63.6782717942326,42.2202936008552,57.3464063577311,47.6969467677912,67.538493541535,46.2719519181003
"69",63.2956479078236,37.9901181574335,54.6683253532684,48.6404019011884,43.242713631124,48.507873571005
"70",53.3647279720382,51.1281878869364,52.8506336928135,43.9585883295755,56.005075038135,49.0778230643989
"71",50.0689283844196,44.1556585147752,42.1304109885305,40.249669487125,60.5658070176622,44.2550337997131
"72",45.4453126183857,40.0204550782082,45.59767235235,51.7863885230753,44.1066724341927,30.3877335950859
"73",46.3347606712607,53.2242311007573,38.3092460829875,49.7259738393497,44.7974547130438,59.7132537526489
"74",56.4828656750315,46.2374065464674,47.5403220787258,50.3197942048361,57.0506288848734,42.8680088474882
"75",70.7027086133094,55.1895704613535,65.1705870171762,51.4949505465288,49.0036026343494,34.8682054605096
"76",48.4660158753303,53.0888134529544,50.9033955655874,52.1427770132613,42.3146960164542,43.1287606218128
"77",36.0929905329851,51.0356752614514,44.9489193299411,40.7496050292618,62.9013961993702,50.1183954084727
"78",42.7641822288985,33.3302583375338,41.5039161084321,36.0669819391446,36.4389957799779,48.835650214883
"79",52.5826176216785,41.2920706463925,47.6921294117136,46.0603961310482,46.5545152860945,49.5777249846607
"80",46.829408850388,53.7447878452642,42.6335416236306,44.5806494916837,52.3889814757067,57.6229584044798
"81",48.2221004233571,46.3723946004588,49.6099916682697,44.145509354208,29.3310645971914,42.7390490593564
"82",48.3000592314546,57.6137098142969,53.9108253294654,39.5394771114498,57.3201009564041,49.3220275298714
"83",36.2769811412331,47.3146717265582,46.3059613487822,45.9743922665816,56.5521938732084,37.3892079746781
"84",48.2621282958597,38.1293020262996,45.5991568290647,51.4358870911718,55.0928808733274,52.0689204011079
"85",58.5023225712188,57.1862757246857,56.7176529099335,57.4041130267418,41.664968985157,63.6441064967075
"86",56.9760871166825,49.8900159252055,55.1178858398869,61.619879103715,61.2146698480484,61.4095787081644
"87",55.499973510911,61.5530248991708,57.2592550578666,53.1543409596108,55.6723100852007,58.7877961573471
"88",45.9726802455238,65.8534057017963,45.7453065801899,61.9569729336173,56.0703914057071,58.0980291436863
"89",48.0840622952152,58.2212727477099,42.1574326785697,49.5791743832291,65.9389077460289,59.0233790010967
"90",38.0547212039749,50.4707319497368,44.714474089437,46.9443979849816,48.2635248763742,63.8438037496282
"91",49.4684118125668,41.4767845544748,51.6040308953424,39.06150313898,67.3007189758199,38.5052117975747
"92",52.5519600099583,57.6370067971235,60.3753463907294,68.7325710529954,47.0772844391678,80.4137005820899
"93",67.0596400724008,51.0439595194895,56.4058808651288,61.0265568166538,59.2072542740868,53.083725268033
"94",60.0151325236345,48.3173048095112,56.5682894962606,56.4294736550125,54.6938319225191,76.3980862992207
"95",45.0441655699854,44.4529346531849,47.5180870383371,55.7179645952196,49.1124589043371,71.5875203633165
"96",53.5555029699975,55.9459006000005,64.3605876325699,62.0104708322161,45.4425516850652,60.255478204364
"97",38.6539195646615,58.3336162781206,53.4893761821588,56.5509979066051,47.5490313734864,42.873639209745
"98",58.7820362695229,54.1928435657472,52.1189878234377,56.4986068838304,40.0454086725244,55.4755224800412
"99",59.7291675337612,48.8898902022795,53.1272424738201,57.6236864914115,52.6006252917483,49.0879588977834
"100",71.2111710537568,51.943566505335,58.3543559958722,49.2011134188539,54.3430435121047,49.1527974044461
"101",54.1452353437499,54.089648910891,52.3376186438075,49.3238203259772,70.3047182600397,78.28918800837
"102",45.2528152647064,50.9891646287273,44.7105536429277,48.5893534669745,42.4049798881685,53.8674011005189
"103",50.6599349370446,52.9016641334286,50.7481762982848,45.1656385614421,49.4511242981361,50.3575297115092
"104",44.9752221760613,45.0735691769059,43.8154604308909,60.5774222078759,40.5872034441891,50.9532342421829
"105",41.7400141287066,44.8858150420422,40.1187928537708,38.1008178041846,42.842600868033,31.2372652346044
"106",51.6698927975298,47.393652928251,55.4946004655391,53.0510180141094,42.2912291120506,41.6331994980522
"107",41.0373537375524,51.463037081907,50.3548062146292,45.3740528015425,47.0912935303237,34.0901849852824
"108",51.6818538765576,58.1989466134732,47.2645574865558,49.4411658405859,71.7405773721934,56.7960920010179
"109",53.5496826101485,54.9269837159589,59.0565880929882,54.6366866455407,60.1812619959898,50.3940330257554
"110",49.4789488312887,53.62861068482,48.6363160379736,49.1643400633878,58.0331953396476,38.6889421778948
"111",48.0406538128375,39.0600595345003,47.5142702136021,30.4377761475747,41.9476659896351,65.4246283173142
"112",43.5093024839424,47.0081736864086,41.6816907159414,31.695155419051,68.8231795167141,59.7938292901504
"113",38.9023276860127,49.3268875223961,45.4148271982001,52.4896526197627,70.0618506800471,54.7966332829717
"114",58.4927420265506,45.1226538682669,52.5751810214751,45.6771252886324,41.5971099725082,56.4003311985995
"115",50.2236252607602,50.6872109456029,50.4945604510306,50.7799442575207,52.0592390648803,38.668456942857
"116",58.3114061730683,50.1757700584662,55.9955726282192,57.1984082215771,52.5005582203542,46.2911522095647
"117",37.5571214865577,62.3675412296723,50.4624509240991,49.1751994352236,28.8672446105546,54.4618286902183
"118",51.6902641376617,51.295679898925,52.6405690538281,46.7694162678026,58.7278538476623,39.0185689744043
"119",56.7316630694768,46.5006654630743,58.6480349883033,52.0995800573141,41.5715800521451,77.1111481120823
"120",49.7372362355147,52.8090515070264,56.2872979383684,62.166164740419,58.1786008085642,63.2545606767588
"121",48.0860783144398,59.7806694480757,31.6515389934924,52.0208407825609,54.9369109696896,61.2590205791424
"122",42.1809335330012,47.7652366802782,44.695730955274,59.553720955018,54.1560671155904,50.5406394965079
"123",70.5816198776349,48.2455257918257,61.6522431796093,63.6659373495745,56.5200253526531,35.8273224255219
"124",57.5050145315583,47.955421932371,46.2841929787931,38.9544944914339,57.8508778537217,61.157841655732
"125",68.2420830237829,52.1465640788614,51.5329310578886,39.4800410849524,53.6090882235638,64.2687828227381
"126",50.8005964109199,38.5973997988267,51.9626573958412,51.1763114452193,41.262972573318,53.1779710251057
"127",43.6859070103363,49.8914407938927,44.8258230722936,46.8640039048324,41.2965551465004,45.0372658895637
"128",34.8671187996627,57.1213503635005,33.557920613794,34.5567037261689,41.2467095601372,55.9969690465033
"129",43.6390016891495,47.7657798839875,52.890729739518,39.1905372860447,47.3335717636746,54.7342551327674
"130",52.2630153249716,57.6200120504853,45.860168280948,55.8291883523522,52.013059797976,42.1067258705737
"131",60.1369034746575,55.2568927202189,56.3728485194188,62.5713940607571,44.632931297219,43.9009471074105
"132",52.5275013506634,47.2895486426787,53.4855812270075,52.9777716149597,58.4756101293536,52.1966413687853
"133",38.2805168715888,44.5156610693148,54.4398186068896,52.8004091483349,48.2853656523098,59.9244744120435
"134",56.6871432852503,46.3350903591599,53.8542427268651,50.8090647666202,31.4434603833142,72.6042217472389
"135",33.4989906515564,40.2079597650739,47.3932583776432,45.9907389078067,68.9204525947148,38.8514336380494
"136",46.341477518081,47.4076618878144,55.3801375607211,43.808845239981,63.4347604375054,44.2768027596967
"137",46.8388167116692,43.4502631369215,46.2972399163821,47.289494210051,68.1602443440901,63.5270086680642
"138",30.5175395267863,46.6263803078708,32.2736476885788,36.6162178244177,59.7875890419831,51.0786872956237
"139",59.2005752239091,47.4602284651928,54.5378103085102,52.9596030582721,32.2139028960335,56.3343225365003
"140",43.7712840512113,48.8572515394956,55.4639994703375,56.4315481630682,49.455016919993,41.2015067199218
"141",46.6596335000254,52.6035064576179,40.2261874361729,44.3452868861483,55.5369946960038,46.6711362264395
"142",63.9514789252962,59.5658950798945,61.6533812600894,63.5653320241413,54.3540362187176,53.2499257499346
"143",56.3667441103895,67.9824560533178,52.1859125864088,60.9257159640022,57.3048237881819,40.61584584135
"144",48.9156830300962,53.3388906839645,50.1631617577201,57.4897261292824,55.516240342028,62.1315153594942
"145",55.1376277840467,35.801892831203,49.9597203285835,41.5118882735957,31.4631313914137,37.3118033060775
"146",53.9927180727396,41.7197613239227,57.8182069066378,43.8768149860153,49.411155820547,58.4015582416501
"147",66.6285644743041,56.4591364537902,65.1963646645714,56.5402123314936,46.829302576952,51.6513358747914
"148",52.7589340358548,51.2873978299678,60.528666362659,55.1614027381593,50.9995156930074,36.850373187865
"149",55.0627262320769,56.7219698973897,46.220686094427,52.5289410314519,35.2762624536876,67.0603877388749
"150",53.4755197502381,53.3260193673219,55.945922966152,43.5608439207803,48.1072532914604,51.775036834881
"151",46.2276235250369,61.7572623153069,46.2339114832659,46.8425985119685,56.3619719438274,46.0662246822929
"152",50.9761946310924,51.6713302686211,44.4900213689458,49.906643895431,43.3255496643501,55.7830603603116
"153",66.3874464512173,46.964150938279,58.8943491871062,43.5686210067085,43.7779610538965,48.0823809071674
"154",41.2440752581043,46.8221657356702,46.3899258207522,49.6775632405155,54.0574555979017,47.177757258811
"155",51.2175999864105,56.0571344039676,55.2373876251044,63.5119200264041,59.5902526748649,43.1643842552215
"156",63.6213066084498,51.4799661156478,66.202909897202,47.3685096091546,40.4704304579303,55.8019467953002
"157",47.6537891307729,63.2916970461388,55.2818169619271,60.0958865798901,61.7826423323284,39.3006442417512
"158",39.4661719205691,54.6329084415952,41.6123550748653,52.9545449567548,49.8449675414688,51.4711967576222
"159",41.3021639436409,44.0649106306613,47.3586015672723,55.2741706606109,66.9036908477083,48.2323570068193
"160",46.0987297035295,47.3660200499109,56.9189648447671,61.3560277230805,72.085373009467,46.5822531037031
"161",41.5264992687043,41.2651195830061,53.6572252852555,51.5867721438157,61.8269781010809,56.7752924877121
"162",47.393606079006,55.1717665888277,39.4487529356167,46.9875105036575,51.8332348207282,54.2083523424221
"163",45.8558029365811,39.8178170945182,54.0209006984352,45.6696037595549,53.8508108934345,47.481812880802
"164",48.1694920228057,47.3417217973805,47.2247122984102,52.0007626065383,38.6702801124554,55.2518891307783
"165",54.0705609788058,45.4803201682588,47.8760482473001,56.7959545554337,62.1976957677748,33.4725040450009
"166",56.2463312820215,57.0268409103135,45.8913191389123,49.5096036295778,67.7778186208689,40.3732960401087
"167",66.7820574370471,62.8023526684404,54.8420502143777,58.9878374743536,47.6889496211101,50.8502467423271
"168",49.3130634643501,58.2094898732544,53.8571644180419,58.9972233544442,51.5736877913599,65.1904565227881
"169",46.7916008734182,42.4347850134196,57.3282716165714,45.1829689877021,45.367167767309,38.3883202631658
"170",64.7100571704891,50.0916051125036,56.717465457397,54.7148127169184,41.3652743176059,33.9006206516437
"171",67.043293978271,51.3727448298438,56.379003272778,49.700685232327,62.7996971896777,50.8629460212449
"172",50.4324403755753,50.5946510631691,48.9589605215593,48.5878578358672,35.9615655441785,50.1078238682503
"173",46.6734268086648,43.2962025826045,54.3921667379189,50.758534918751,61.1566081696334,35.8130378610817
"174",31.777645824369,43.7049070318656,36.2238976450954,37.7505958441434,36.9729378210623,50.0001484188281
"175",64.1126239874678,61.0484251175287,57.1451618222951,58.5037450730007,47.7215444510537,47.2066960890829
"176",41.6241756592314,41.9435371205307,52.7794021471235,45.63210070686,45.7966753005312,51.7348429612773
"177",38.7623720560468,56.1775603889773,51.8760578892207,53.6656558829672,43.4800246913444,39.293625603824
"178",80.4376588609529,45.7731997287849,64.6774848048177,45.0998120497646,52.4777054157894,44.1678945345538
"179",52.3502130825067,49.4518004580222,43.9658883247828,45.367546510232,47.4949276805403,43.2193078341362
"180",49.6674138988669,52.2782104834971,44.9404571806588,46.7240994479156,59.5599670369311,61.4598833725543
"181",22.677804770442,46.7894417773315,34.7481923618844,39.9326063709462,58.7718456763683,44.8563289865332
"182",49.002094115581,57.4026551418239,40.9412058340506,45.3169046266714,67.2014518814069,46.2994840276505
"183",59.760317349224,44.4367462051211,54.1442489463501,57.8725690137608,61.7425211904075,31.6157757419879
"184",54.138689154511,54.5176679796749,58.9931557656052,57.1093786904499,47.3926586337681,50.4341758478658
"185",59.1232216161011,50.5673978222791,38.9691251466622,40.8281450638317,69.3492026873194,43.7636418411206
"186",69.8373220068438,51.3924505016556,62.4852561546267,53.7188595328995,34.2887664111766,58.8346627386209
"187",61.6910851401363,46.3195198912846,53.4604641313135,50.8043533893708,58.6358217215892,59.9483106273973
"188",44.9126298458478,59.5237248432219,43.3502488551691,45.0699970925778,46.7164536395219,46.1856267014124
"189",57.0418017846551,56.6151293489726,57.4367735823257,52.1838855203482,35.4637451311309,35.0239949696474
"190",48.0158372617792,56.1418430731665,53.0966458577489,49.4777508903661,60.1101850164654,46.4524347658505
"191",44.6192921111514,47.9828629245755,48.4250211161737,62.194894969907,55.8399814496173,49.9680309569896
"192",21.4424134498077,45.1907634245358,33.0591052609068,44.9633298832523,50.1810245408366,40.675761073773
"193",42.1035314773624,38.1926664334635,42.6122419275175,50.3305808261239,51.0299034059223,43.3058886069162
"194",54.8781463516368,49.3857309296168,42.2478541669892,43.425235944295,46.6894807215063,54.6731569522328
"195",71.6803253951933,43.2935160711497,69.9574936082792,59.4358696944813,46.9625538397837,64.4357713657811
"196",55.0069461428079,39.334297713515,51.0692122920375,52.153639917611,48.0252747525061,37.3207987577364
"197",56.2021020366732,53.9842238833011,47.9537583219818,51.5574010621271,39.2915963849973,44.4719597714879
"198",40.3409678986642,38.3349925657093,33.1706724944483,44.3699923568148,52.0576752181497,27.4763495798542
"199",51.6265470811827,51.7922043625933,48.0738487506706,61.1262473347079,45.3663578313508,57.8914520870814
"200",29.2176245811262,45.6275287881279,38.3922824046129,33.5562515168055,57.0364822581238,56.3080374312954
"201",54.8522682056925,49.6815831009688,43.527011984971,50.679174293532,42.3968658243577,59.1546140314534
"202",56.9676877856491,58.3597371227482,67.0909060530077,60.0146117095611,41.1748501850682,50.2177759919737
"203",51.8551391558306,44.1891754229353,55.9797217682031,48.1141569024155,59.3847038791459,44.613076223675
"204",57.0073351554446,46.5338604336278,43.5889387391324,47.790353865045,26.7832335305656,29.6711839458696
"205",53.1168102866136,41.2831865991828,58.0505756229536,47.7546076341468,47.4074133561893,56.3540968209309
"206",57.6046236196784,41.3024674256955,59.3108904115813,49.2587201149733,57.2685401580058,62.1794626140681
"207",68.4246362620766,46.2136976342302,60.9088386373043,41.0936933377338,38.2037556626845,56.3796618526594
"208",61.123628412626,51.686488293869,56.8440737744196,60.3579382144425,50.2877583552792,43.6510198622417
"209",50.3266395750144,52.4598487769263,51.0003509379366,47.1170367820666,54.7973144197652,42.364776409524
"210",38.8555103520264,44.9950531493084,49.257171446457,53.3329902225789,34.0829022597532,48.9800928005538
"211",54.1805782238508,45.3233110430672,45.4765166529516,46.5425826584901,36.1460150830922,49.3460449246636
"212",45.9976476265684,67.6227497733493,44.5029222209732,59.9442177346833,28.9088202020993,54.2149521331266
"213",64.9349310261748,52.5735815914683,49.9619288613156,51.4371418116187,51.0373834448924,62.4369083450269
"214",33.9291906015028,56.9245156967978,42.5763904806701,60.3436048254669,45.6481731056492,61.1412556472886
"215",45.8424821159849,44.2346802558104,49.2169306170925,50.672136208639,57.8816744887416,53.5200764069381
"216",54.2200837321742,66.3162235065494,55.3003726377262,60.8260046864715,28.910000624238,39.0582303469896
"217",48.4826346346502,57.1267624876156,52.567387006817,51.7674508865881,55.0322024715416,41.4787779744982
"218",43.9384888473578,60.3931507770936,56.2495705835113,54.5926369024246,50.0284787111577,38.2335329289862
"219",46.9527893103329,54.5898368410192,52.3649714487067,49.4879793289287,52.6878429587172,60.5151524836991
"220",56.2953609988447,51.2418976640906,60.0560459272753,54.6381127841959,62.9891009406231,33.5829931063662
"221",58.9517198027554,49.9117230562608,60.1653401779334,58.36346778383,56.9083903957796,40.0067794438554
"222",56.6021263182041,45.9587249160807,49.1100880486877,52.5834177683301,55.8528059980131,51.9718105248367
"223",72.7348352044748,50.6330506109522,63.6017417708308,45.5847572079278,50.4195349639347,58.5857274716164
"224",61.7349757263239,50.3116876629225,57.4150763366351,60.2637189176479,62.0489059802965,53.7926881463938
"225",52.8770972831379,49.7306682591002,51.8659083182684,46.2844486915202,54.5634315439694,56.9127262124288
"226",43.4022990617869,51.7622096730903,41.9405933748835,52.4347318393958,49.8163442381643,46.6713332053985
"227",79.1914013071762,54.8259599353885,65.2044552630363,55.3407696484196,56.5933530949423,42.975331453685
"228",56.7741550043833,49.2220823758227,53.0920344911408,51.6601184079954,39.9974836464947,32.8172811135476
"229",43.1567965586399,51.6725103978122,45.1337034938353,51.1763206598773,58.5720053169021,49.466405832677
"230",51.8649208308097,43.929991733117,56.2809427988366,47.113342581039,44.1862408609333,63.3033001889087
"231",46.7560669951634,45.0357179138387,54.6563790096387,51.4566730736954,48.056053850957,51.8443322419421
"232",47.2529578177419,47.0662572279218,54.1425665378578,47.4748853273783,48.4217949908063,64.0437355070227
"233",40.6649665941013,42.6244623937385,30.5997258709967,46.3271460963219,47.704783185362,54.3985967198879
"234",51.1684534498608,51.3203450689378,45.083480383684,50.038689267988,25.6008488769206,52.1567996969229
"235",53.1916023864812,56.884341736093,56.9000528662202,44.2236445242025,46.7485648123768,41.6043605957652
"236",39.2245787724057,46.8890823848507,41.2178135001564,44.6121122183612,45.510529199917,51.7303820066497
"237",17.6684786707686,49.4420679866597,39.5186292467627,42.2175652281766,48.6976022436801,40.1469692798074
"238",47.4512534734547,43.4656868330426,50.0779774252384,46.0509064295249,56.3419199135563,61.0488004265206
"239",50.2951783032148,55.8419432782518,56.7624850683829,52.739243550958,47.5251489333448,39.9308913484049
"240",55.9427377411051,44.9783799048686,48.1148650741642,38.3425715831132,31.8935184516419,43.9423473590662
"241",50.591351681788,40.2815871611366,49.8897264565508,61.505401895101,46.7015911398155,62.3631924513615
"242",54.1339889473705,54.4246206650909,53.7231360792241,54.3453874390588,28.488015294966,43.3206171570308
"243",39.0222782542958,49.7873096720087,53.2448379865323,39.6912759390804,46.4140430042115,61.1904774776545
"244",57.1117525727044,51.0457113942209,51.7804160176295,45.2292463397344,26.2492291141483,48.2705661203656
"245",57.1888872985414,51.4859569965839,54.6179909012863,54.0697171482237,54.9583963354525,46.2502766292139
"246",52.5165106902897,46.7718298480849,42.9495150400923,33.420027291711,54.7374144544614,46.3727584190435
"247",63.5727443615177,49.793177663804,59.2273979242361,50.7988182372998,48.6601724510754,58.7970233738152
"248",54.0446847127861,56.2216126412053,52.8587921216129,51.0280474320738,55.3607502422208,34.9876304652084
"249",52.6436426983794,46.5350011141097,54.8933011344149,59.5798719559913,35.7074307935246,35.0989071296207
"250",52.680439041437,58.1863216924569,48.6081522267673,59.4990483564379,60.4804093097701,55.2743486497497
"251",54.3693057703948,57.8316760277682,61.8598620357531,62.6838036484547,50.2749135752199,62.5170413109103
"252",60.6012390548736,58.3510705252348,53.4015389964956,60.2518568427179,54.1505682493763,70.8247273578487
"253",54.5219039652872,47.8052882451516,52.5355940792153,48.0353645973112,61.7750647036235,58.2576935582258
"254",56.6319861568707,55.1525915927778,52.0187194049516,57.6352107630774,48.6646793683523,58.3144274729939
"255",38.6362644600917,53.718164791661,50.5323351317705,50.4595753207836,73.7562872229705,61.2265888209484
"256",46.2950248290788,53.756369779855,43.9073157880931,58.4372362771036,40.4560777269172,42.9474074479756
"257",64.7696958979247,43.8960843354664,57.1166527907833,54.8552051726507,55.9247727970296,48.2891535297218
"258",37.7609624948624,54.5097647750652,48.5518025887529,53.5360231182303,62.1020859776287,51.3430096032526
"259",52.5806838739611,46.3996994378122,43.5608342216865,49.7255704282718,37.5111635656401,49.4593163165021
"260",54.0500280543352,44.5431018943692,52.9863240705942,56.1006431509295,35.4691370252439,65.0517157529026
"261",59.7580332180945,54.9266077293872,50.3404009136258,52.4410064481899,40.5888560496441,62.2713757188919
"262",46.5112326346009,58.9195115503159,57.1773577684136,50.1805169542594,35.7857915290384,64.7929760840955
"263",51.5862543949126,51.6643200433318,54.8638901719299,52.5929359699667,52.4253335006568,62.0631205327699
"264",32.3674493345885,58.9477518489998,32.5961762774347,60.6773974714076,56.7311312425202,61.083535507302
"265",53.3859604709991,45.9440667388037,56.8700928799976,46.2842494467364,39.446478880109,35.0061719401518
"266",43.3343497044073,49.4723165573703,48.640185442432,52.4879224723175,47.2433915664475,56.0989975618154
"267",47.6135337567236,57.1241194838888,45.6774649312942,50.7874041415879,40.8598025758852,31.7884847592308
"268",38.1223471754281,49.4294319054586,43.1154251032823,53.2940074201669,40.302473983295,50.7782035798338
"269",53.8493532176858,47.5985105355864,43.9068882874044,33.6453513560465,42.4409950691761,54.7824132019115
"270",56.6657951565448,44.2447980978526,54.9834991725414,44.424555736008,43.3672602395864,42.5980708176584
"271",46.9538611054226,49.780953583757,38.9504056140835,46.3496319137569,47.6345403646143,64.4447797881903
"272",68.250110640863,62.7204430879303,56.4584675927183,47.017617795566,43.1437182177066,53.2385377851423
"273",56.7055937056759,56.018974856503,55.4132911292921,49.5861061063846,62.1173246932141,46.4391578516493
"274",59.4863257325515,64.2938487608577,54.2948304649909,55.7920920071267,37.0729571729534,55.5213710724665
"275",70.4940300167091,61.9051485072629,63.3526519405463,55.1472451434581,47.6548689769416,54.4917511954777
"276",43.4888639076247,51.6563468166697,47.6988341903839,44.3911067946004,49.1774663701895,62.3074133402352
